"1","tld0-2019-12-49-21","-0.118794829944257","-78.503658001464"
"2","tld0-2019-12-49-21","-0.119074767936209","-78.5025352903588"
"3","tld0-2019-12-49-21","-0.1199750385295","-78.5014205858584"
"4","tld0-2019-12-49-21","-0.121419129569389","-78.5003447612186"
"5","tld0-2019-12-49-21","-0.123297349764615","-78.499332352893"
"6","tld0-2019-12-49-21","-0.12548718187379","-78.4983996856639"
"7","tld0-2019-12-49-21","-0.12787100583872","-78.4975549381373"
"8","tld0-2019-12-49-21","-0.130347636740046","-78.496799532794"
"9","tld0-2019-12-49-21","-0.132837340676399","-78.4961300664576"
"10","tld0-2019-12-49-21","-0.135281942617332","-78.4955401809808"
"11","tld0-2019-12-49-21","-0.137642129557721","-78.495022064118"
"12","tld0-2019-12-49-21","-0.139893666912278","-78.4945675032914"
"13","tld0-2019-12-49-21","-0.142023604780525","-78.4941685439638"
"14","tld0-2019-12-49-21","-0.14402699936233","-78.4938178501348"
"15","tld0-2019-12-49-21","-0.145904314886391","-78.4935088634893"
"16","tld0-2019-12-49-21","-0.147659480375984","-78.4932358381332"
"17","tld0-2019-12-49-21","-0.149298496561318","-78.4929938053137"
"18","tld0-2019-12-49-21","-0.15082847098916","-78.4927785035382"
"19","tld0-2019-12-49-21","-0.152256970496942","-78.4925862956298"
"20","tld0-2019-12-49-21","-0.153591600994329","-78.4924140849339"
"21","tld0-2019-12-49-21","-0.154839745871918","-78.4922592370122"
"22","tld0-2019-12-49-21","-0.156008412721473","-78.4921195096208"
"23","tld0-2019-12-49-21","-0.157104152503954","-78.4919929917687"
"24","tld0-2019-12-49-21","-0.158133026110413","-78.4918780515796"
"25","tld0-2019-12-49-21","-0.159100601088068","-78.4917732921716"
"26","tld0-2019-12-49-21","-0.160011966849466","-78.4916775145785"
"27","tld0-2019-12-49-21","-0.160871760551119","-78.4915896867145"
"28","tld0-2019-12-49-21","-0.161684198494651","-78.4915089174529"
"29","tld0-2019-12-49-21","-0.162453109723857","-78.4914344349903"
"30","tld0-2019-12-49-21","-0.163181969722607","-78.4913655687823"
"31","tld0-2019-12-49-21","-0.163873932943893","-78.4913017344448"
"32","tld0-2019-12-49-21","-0.164531863447617","-78.4912424211132"
"33","tld0-2019-12-49-21","-0.165158363282672","-78.4911871808388"
"34","tld0-2019-12-49-21","-0.165755798478701","-78.4911356196721"
"35","tld0-2019-12-49-21","-0.166326322656631","-78.4910873901479"
"36","tld0-2019-12-49-21","-0.166871898353245","-78.4910421849331"
"37","tld0-2019-12-49-21","-0.167394316203363","-78.4909997314439"
"38","tld0-2019-12-49-21","-0.167895212146653","-78.4909597872711"
"39","tld0-2019-12-49-21","-0.168376082833828","-78.4909221362817"
"40","tld0-2019-12-49-21","-0.168838299404856","-78.4908865852871"
"41","tld0-2019-12-49-21","-0.169283119803859","-78.4908529611878"
"42","tld0-2019-12-49-21","-0.169711699784251","-78.4908211085197"
"43","tld0-2019-12-49-21","-0.170125102745031","-78.4907908873397"
"44","tld0-2019-12-49-21","-0.170524308526133","-78.4907621713991"
"45","tld0-2019-12-49-21","-0.170910221277991","-78.4907348465603"
"46","tld0-2019-12-49-21","-0.171283676508395","-78.4907088094232"
"47","tld0-2019-12-49-21","-0.171645447398507","-78.4906839661276"
"48","tld0-2019-12-49-21","-0.171996250469685","-78.490660231309"
"49","tld0-2019-12-49-21","-0.172336750673504","-78.4906375271847"
"50","tld0-2019-12-49-21","-0.172667565969065","-78.490615782752"
"51","tld0-2019-12-49-21","-0.172989271444304","-78.490594933084"
"52","tld0-2019-12-49-21","-0.17330240303142","-78.4905749187086"
"53","tld0-2019-12-49-21","-0.173607460860762","-78.490555685061"
"54","tld0-2019-12-49-21","-0.17390491229235","-78.4905371819987"
"55","tld0-2019-12-49-21","-0.174195194659714","-78.4905193633721"
"56","tld0-2019-12-49-21","-0.174478717756712","-78.4905021866427"
"57","tld0-2019-12-49-21","-0.174755866094504","-78.4904856125434"
"58","tld0-2019-12-49-21","-0.17502700095278","-78.4904696047758"
"59","tld0-2019-12-49-21","-0.175292462246581","-78.4904541297397"
"60","tld0-2019-12-49-21","-0.175552570227707","-78.4904391562911"
"61","tld0-2019-12-49-21","-0.175807627037577","-78.4904246555252"
"62","tld0-2019-12-49-21","-0.176057918126543","-78.4904106005816"
"63","tld0-2019-12-49-21","-0.176303713553049","-78.4903969664692"
"64","tld0-2019-12-49-21","-0.176545269174568","-78.4903837299085"
"65","tld0-2019-12-49-21","-0.176782827740966","-78.490370869189"
"66","tld0-2019-12-49-21","-0.177016619899857","-78.4903583640412"
"67","tld0-2019-12-49-21","-0.177246865122462","-78.4903461955197"
"68","tld0-2019-12-49-21","-0.177473772557661","-78.4903343458982"
"69","tld0-2019-12-49-21","-0.177697541821111","-78.4903227985739"
"70","tld0-2019-12-49-21","-0.177918363725627","-78.4903115379806"
"71","tld0-2019-12-49-21","-0.17813642095841","-78.4903005495099"
"72","tld0-2019-12-49-21","-0.178351888710158","-78.4902898194392"
"73","tld0-2019-12-49-21","-0.178564935260626","-78.4902793348664"
"74","tld0-2019-12-49-21","-0.178775722524755","-78.4902690836499"
"75","tld0-2019-12-49-21","-0.178984406563125","-78.4902590543544"
"76","tld0-2019-12-49-21","-0.179191138060135","-78.4902492362006"
"77","tld0-2019-12-49-21","-0.179396062773034","-78.4902396190202"
"78","tld0-2019-12-49-21","-0.179599321954626","-78.4902301932133"
"79","tld0-2019-12-49-21","-0.179801052752269","-78.4902209497111"
"80","tld0-2019-12-49-21","-0.180001388585564","-78.4902118799402"
"81","tld0-2019-12-49-21","-0.180200459504932","-78.4902029757905"
"82","tld0-2019-12-49-21","-0.180398392533131","-78.4901942295863"
"83","tld0-2019-12-49-21","-0.180595311991614","-78.4901856340586"
"84","tld0-2019-12-49-21","-0.180791339813494","-78.490177182321"
"85","tld0-2019-12-49-21","-0.180986595844781","-78.4901688678463"
"86","tld0-2019-12-49-21","-0.181181198135455","-78.4901606844466"
"87","tld0-2019-12-49-21","-0.181375263221859","-78.4901526262534"
"88","tld0-2019-12-49-21","-0.181568906401818","-78.4901446877011"
"89","tld0-2019-12-49-21","-0.181762242003839","-78.4901368635106"
"90","tld0-2019-12-49-21","-0.181955383651711","-78.4901291486755"
"91","tld0-2019-12-49-21","-0.182148444525756","-78.4901215384485"
"92","tld0-2019-12-49-21","-0.182341537621984","-78.4901140283303"
"93","tld0-2019-12-49-21","-0.182534776010386","-78.4901066140588"
"94","tld0-2019-12-49-21","-0.182728273093573","-78.4900992916"
"95","tld0-2019-12-49-21","-0.182922142866991","-78.4900920571399"
"96","tld0-2019-12-49-21","-0.183116500181954","-78.4900849070773"
"97","tld0-2019-12-49-21","-0.183311461012731","-78.490077838018"
"98","tld0-2019-12-49-21","-0.18350714272901","-78.49007084677"
"99","tld0-2019-12-49-21","-0.183703664375041","-78.4900639303397"
"100","tld0-2019-12-49-21","-0.183901146956864","-78.490057085929"
"101","tld0-2019-12-49-21","-0.184099713739061","-78.4900503109342"
"102","tld0-2019-12-49-21","-0.184299490552573","-78.4900436029451"
"103","tld0-2019-12-49-21","-0.184500606115188","-78.4900369597456"
"104","tld0-2019-12-49-21","-0.184703192366435","-78.4900303793163"
"105","tld0-2019-12-49-21","-0.184907384818719","-78.490023859837"
"106","tld0-2019-12-49-21","-0.185113322926685","-78.4900173996918"
"107","tld0-2019-12-49-21","-0.185321150476953","-78.4900109974748"
"108","tld0-2019-12-49-21","-0.185531016000527","-78.4900046519978"
"109","tld0-2019-12-49-21","-0.1857430732104","-78.4899983622997"
