,datetime,lat,lng,accuracy,velocity,idDiaNum,uid,idDia,geometry,delta_t,delta_t_m,idTraj,idTrip,leaving_datetime
0,2015-09-30 15:47:15.142999808,-0.1224355,-78.4352519,232,,2015930,tld14,2015-09-30,POINT (-78.4352519 -0.1224355),0 days 05:35:47.357999616,335.7892999936,56,0,2015-09-30 16:03:21.460999936
0,2018-02-19 09:44:44.230000128,-0.1198233,-78.44172435,20,,2018219,tld14,2018-02-19,POINT (-78.44172435 -0.1198233),0 days 00:02:00.471000064,2.0078500010666667,67,0,2018-02-19 10:08:24.801000192
1,2018-02-19 10:08:24.801000192,-0.1168129,-78.4412671,400,,2018219,tld14,2018-02-19,POINT (-78.4412671 -0.1168129),0 days 00:23:40.571000064,23.6761833344,67,0,2018-02-19 10:35:10.779000064
2,2018-02-19 10:36:57.885999872,-0.11981449999999999,-78.4417342,21,,2018219,tld14,2018-02-19,POINT (-78.44173019999999 -0.1198187),0 days 00:01:45.274999808,1.7545833301333333,67,1,2018-02-19 12:26:24.632999936
3,2018-02-19 12:28:38.977999872,-0.1198233,-78.4417262,50,,2018219,tld14,2018-02-19,POINT (-78.44172620000001 -0.1198233),0 days 00:02:14.344999936,2.239083332266667,67,1,2018-02-19 13:18:54.045000192
4,2018-02-19 13:25:43.382999808,-0.1198161,-78.4417362,21,,2018219,tld14,2018-02-19,POINT (-78.44173619999999 -0.1198161),0 days 00:01:24.135999744,1.4022666624,67,2,2018-02-19 13:34:06.564999936
5,2018-02-19 13:35:55.852999936,-0.119812525,-78.4417304,21,,2018219,tld14,2018-02-19,POINT (-78.4417297 -0.11981495),0 days 00:00:21.184000,0.3530666666666667,67,2,2018-02-19 13:47:32.268000000
6,2018-02-19 13:53:40.576000000,-0.1159505,-78.4334498,500,,2018219,tld14,2018-02-19,POINT (-78.43344980000001 -0.1159505),0 days 00:02:01.004999936,2.0167499989333333,67,2,2018-02-19 14:04:00.604999936
7,2018-02-19 14:32:51.000000000,-0.1418972,-78.469984,410,,2018219,tld14,2018-02-19,POINT (-78.469984 -0.1418972),0 days 00:01:56,1.9333333333333336,67,2,2018-02-19 14:42:49.000000000
8,2018-02-19 14:50:46.000000000,-0.1655345,-78.4759009,141,,2018219,tld14,2018-02-19,POINT (-78.4755364 -0.1655345),0 days 00:02:09,2.15,67,2,2018-02-19 16:02:51.838000128
0,2018-02-27 09:24:31.564000000,-0.11960684999999999,-78.44131605,800,,2018227,tld14,2018-02-27,POINT (-78.44091179999999 -0.1193904),0 days 02:27:51.537000192,147.8589500032,69,1,2018-02-27 11:55:38.460999936
1,2018-02-27 11:57:50.058000128,-0.11976755,-78.44173090000001,22,,2018227,tld14,2018-02-27,POINT (-78.44174150000001 -0.1197118),0 days 00:04:32.149999872,4.5358333312,69,1,2018-02-27 12:04:46.384999936
2,2018-02-27 12:04:46.384999936,-0.1213974,-78.4455308,1799,,2018227,tld14,2018-02-27,POINT (-78.4455308 -0.1213974),0 days 00:02:24.176999936,2.4029499989333334,69,1,2018-02-27 12:10:53.585999872
