,datetime,lat,lng,accuracy,velocity,idDiaNum,uid,idDia,geometry,delta_t,delta_t_m,idTraj,idTrip,leaving_datetime
0,2019-06-24 14:19:51.000000000,-0.1219421,-78.5058208,9,0.0,2019624,tld0,2019-06-24,POINT (-78.5058208 -0.1219421),0 days 03:14:51,194.85,2,0,2019-06-24 14:28:46.003000064
1,2019-06-24 14:28:46.003000064,-0.1509651,-78.4978593,16,0.0,2019624,tld0,2019-06-24,POINT (-78.4978593 -0.1509651),0 days 00:08:55.003000064,8.916716667733334,2,0,2019-06-24 14:37:53.026000128
2,2019-06-24 14:42:02.726000128,-0.20260689999999998,-78.49816535,88,,2019624,tld0,2019-06-24,POINT (-78.4982246 -0.2023431),0 days 00:00:43.431000064,0.7238500010666667,2,0,2019-06-24 15:47:18.532000000
3,2019-06-24 15:51:30.670000128,-0.1752268,-78.49325895,23,,2019624,tld0,2019-06-24,POINT (-78.49315420000001 -0.1752156),0 days 00:27:01.070999808,27.017849996800003,2,0,2019-06-24 16:22:34.100000000
4,2019-06-24 16:22:34.100000000,-0.1754016,-78.50000375,35,,2019624,tld0,2019-06-24,POINT (-78.50025410000001 -0.1754113),0 days 00:02:14.884000,2.248066666666667,2,0,2019-06-24 16:39:30.752999936
5,2019-06-24 16:39:30.752999936,-0.12168000000000001,-78.50548269999999,42,,2019624,tld0,2019-06-24,POINT (-78.50535790000001 -0.1215308),0 days 00:09:06.352999936,9.105883332266668,2,1,2019-06-24 20:11:04.320000000
6,2019-06-24 20:13:05.828999936,-0.1242769,-78.5059539,27,,2019624,tld0,2019-06-24,POINT (-78.50595389999999 -0.1242769),0 days 00:02:01.508999936,2.0251499989333337,2,1,2019-06-24 20:19:31.471000064
0,2019-06-25 09:14:17.980000000,-0.1397141,-78.50130435,22,,2019625,tld0,2019-06-25,POINT (-78.50132139999999 -0.1398445),0 days 00:02:10.588999936,2.1764833322666672,3,0,2019-06-25 09:20:36.815000064
1,2019-06-25 09:26:40.044000000,-0.1982232,-78.50401769999999,30,,2019625,tld0,2019-06-25,POINT (-78.5040334 -0.1981716),0 days 00:02:05.326999808,2.0887833301333334,3,1,2019-06-25 14:56:53.020999936
2,2019-06-25 15:01:07.403000064,-0.190475,-78.5017424,28,,2019625,tld0,2019-06-25,POINT (-78.5017424 -0.190475),0 days 00:02:00.601999872,2.0100333312000003,3,1,2019-06-25 15:09:31.918999808
3,2019-06-25 15:11:34.848000000,-0.1217137,-78.5056242,17,,2019625,tld0,2019-06-25,POINT (-78.50620670000001 -0.1217137),0 days 00:04:14.340000,4.239,3,2,2019-06-25 16:19:05.204999936
4,2019-06-25 16:19:05.204999936,-0.12146405,-78.507337525,30,,2019625,tld0,2019-06-25,POINT (-78.5073548 -0.1212335),0 days 00:10:29.388999936,10.4898166656,3,2,2019-06-25 17:30:36.694000128
0,2019-06-26 07:49:50.121999872,-0.1217739,-78.50567244999999,23,,2019626,tld0,2019-06-26,POINT (-78.505652 -0.1217714),0 days 00:31:48.102000128,31.801700002133334,4,1,2019-06-26 08:59:04.920999936
1,2019-06-26 09:06:31.730000128,-0.1566315,-78.4969435,30,,2019626,tld0,2019-06-26,POINT (-78.4969435 -0.1566315),0 days 00:02:03.941000192,2.0656833365333336,4,1,2019-06-26 09:16:34.217999872
2,2019-06-26 09:16:34.217999872,-0.20044455,-78.50149905,100,,2019626,tld0,2019-06-26,POINT (-78.5028184 -0.2005288),0 days 00:00:50.379000064,0.8396500010666668,4,1,2019-06-26 09:24:38.441999872
3,2019-06-26 09:24:38.441999872,-0.2002049,-78.5031416,22,,2019626,tld0,2019-06-26,POINT (-78.50314160000001 -0.2002049),0 days 00:01:03.012999936,1.0502166656,4,1,2019-06-26 09:30:03.404999936
4,2019-06-26 09:30:03.404999936,-0.1983542,-78.5037622,17,,2019626,tld0,2019-06-26,POINT (-78.5038629 -0.1983542),0 days 00:21:53.948000256,21.899133337600002,4,3,2019-06-26 13:06:15.473999872
5,2019-06-26 13:06:15.473999872,-0.1991904,-78.5057663,37,,2019626,tld0,2019-06-26,POINT (-78.5057663 -0.1991904),0 days 00:02:07.379999744,2.122999995733333,4,3,2019-06-26 13:12:11.828999936
6,2019-06-26 13:12:11.828999936,-0.20153949999999998,-78.50616155,37,,2019626,tld0,2019-06-26,POINT (-78.50595800000001 -0.2019277),0 days 00:06:41.769000192,6.6961500032000005,4,3,2019-06-26 14:16:51.036999936
