,datetime,lat,lng,accuracy,velocity,idDiaNum,uid,idDia,geometry,delta_t,delta_t_m,idTraj,idTrip,leaving_datetime
0,2019-04-24 11:06:09.000000000,-0.1592772,-78.47592334999999,31,,2019424,tld16,2019-04-24,POINT (-78.47589309999999 -0.1593248),0 days 00:10:38.984999936,10.649749998933334,15,0,2019-04-24 11:55:27.572000000
1,2019-04-24 11:57:57.984000000,-0.15931669999999998,-78.47589205,25,,2019424,tld16,2019-04-24,POINT (-78.47589205 -0.1593167),0 days 00:02:30.412000,2.506866666666667,15,0,2019-04-24 12:06:00.767000064
2,2019-04-24 12:08:01.977999872,-0.1593124,-78.4758925,25,,2019424,tld16,2019-04-24,POINT (-78.4758925 -0.1593124),0 days 00:02:01.210999808,2.0201833301333334,15,0,2019-04-24 12:16:02.400999936
3,2019-04-24 12:18:03.700999936,-0.1593077,-78.475942,30,,2019424,tld16,2019-04-24,POINT (-78.4758935 -0.1593041),0 days 00:09:06.018000128,9.100300002133334,15,1,2019-04-24 13:36:22.676000000
4,2019-04-24 13:38:24.913000192,-0.15911005,-78.47655370000001,22,,2019424,tld16,2019-04-24,POINT (-78.4772164 -0.1589114),0 days 00:06:05.637999872,6.093966664533334,15,1,2019-04-24 13:46:30.088999936
5,2019-04-24 13:50:31.365999872,-0.161826,-78.4785687,1299,,2019424,tld16,2019-04-24,POINT (-78.4785687 -0.161826),0 days 00:04:01.276999936,4.021283332266667,15,1,2019-04-24 19:32:50.436000000
6,2019-04-24 19:46:38.000000000,-0.2465354,-78.5317163,22,,2019424,tld16,2019-04-24,POINT (-78.53151440000001 -0.2466362),0 days 00:05:05.464000,5.091066666666666,15,2,2019-04-24 20:02:36.000000000
7,2019-04-24 20:03:07.000000000,-0.2465387,-78.5315872,24,,2019424,tld16,2019-04-24,POINT (-78.53234689999999 -0.245824),0 days 00:02:00.281000192,2.0046833365333336,15,2,2019-04-24 20:12:47.708000000
8,2019-04-24 20:12:47.708000000,-0.2455087,-78.5337369,25,,2019424,tld16,2019-04-24,POINT (-78.53373689999999 -0.2455087),0 days 00:02:01.120000,2.018666666666667,15,2,2019-04-24 20:20:37.756999936
0,2019-05-02 13:01:28.380999936,-0.1592201,-78.47593699999999,25,,201952,tld16,2019-05-02,POINT (-78.4773636 -0.1590074),0 days 00:02:04.232000256,2.0705333376,16,1,2019-05-02 15:25:50.322000128
1,2019-05-02 15:25:50.322000128,-0.1641206,-78.4791015,1200,,201952,tld16,2019-05-02,POINT (-78.4792791 -0.1646943),0 days 00:02:00.496000,2.0082666666666666,16,1,2019-05-02 22:02:09.408000000
2,2019-05-02 22:02:09.408000000,-0.1578105,-78.477148,1600,,201952,tld16,2019-05-02,POINT (-78.477148 -0.1578105),0 days 00:02:01.263000064,2.021050001066667,16,2,2019-05-02 22:19:26.026000128
0,2019-05-03 08:00:38.387000064,-0.1592693,-78.47594587500001,29,,201953,tld16,2019-05-03,POINT (-78.4759938 -0.1592689),0 days 00:07:00.614000128,7.010233335466667,17,0,2019-05-03 08:40:49.824000000
0,2019-05-14 20:15:28.000000000,-0.1594294,-78.47600550000001,25,,2019514,tld16,2019-05-14,POINT (-78.47588880000001 -0.1593071),0 days 00:00:17.778000128,0.29630000213333335,18,0,2019-05-14 20:58:50.828999936
1,2019-05-14 20:58:50.828999936,-0.1762867,-78.478435,203,,2019514,tld16,2019-05-14,POINT (-78.478435 -0.1762867),0 days 00:42:50.050999808,42.834183330133335,18,1,2019-05-14 21:20:00.997999872
0,2019-05-18 12:48:54.147000064,-0.1593145,-78.4758541,22,,2019518,tld16,2019-05-18,POINT (-78.4759524 -0.1593145),0 days 00:06:25.516999936,6.425283332266668,19,0,2019-05-18 13:13:06.117000192
0,2019-06-11 00:24:32.355000064,-0.1623977,-78.475372,1000,,2019611,tld16,2019-06-11,POINT (-78.47537199999999 -0.1623977),0 days 01:17:22.281000192,77.3713500032,22,0,2019-06-11 00:44:23.216999936
0,2019-08-21 12:27:04.618000128,-0.1960654,-78.4843357,3,0.0,2019821,tld16,2019-08-21,POINT (-78.4842082 -0.1958505),0 days 00:00:30,0.5000000000000001,25,0,2019-08-21 12:35:31.391000064
1,2019-08-21 12:35:31.391000064,-0.19425,-78.4846068,800,,2019821,tld16,2019-08-21,POINT (-78.48460679999999 -0.19425),0 days 00:07:25.772999936,7.429549998933334,25,0,2019-08-21 12:41:38.038000128
2,2019-08-21 12:41:38.038000128,-0.1919543,-78.4853171,1100,,2019821,tld16,2019-08-21,POINT (-78.4853171 -0.1919543),0 days 00:06:06.647000064,6.1107833344,25,0,2019-08-21 12:47:56.852999936
3,2019-08-21 12:47:56.852999936,-0.19425,-78.4846068,800,,2019821,tld16,2019-08-21,POINT (-78.48460679999999 -0.19425),0 days 00:06:18.814999808,6.313583330133334,25,0,2019-08-21 12:54:00.394000128
4,2019-08-21 13:00:06.532999936,-0.2002902,-78.48668085,34,,2019821,tld16,2019-08-21,POINT (-78.4869556 -0.1990258),0 days 00:11:17.504999936,11.291749998933334,25,1,2019-08-21 20:48:09.734999808
5,2019-08-21 20:52:11.311000064,-0.1882203,-78.4806999,1000,,2019821,tld16,2019-08-21,POINT (-78.4806999 -0.1882203),0 days 00:02:00.558000128,2.0093000021333336,25,2,2019-08-21 21:17:13.540000000
0,2019-09-17 17:47:21.372000000,-0.1225655,-78.47641870000001,45,,2019917,tld16,2019-09-17,POINT (-78.4769618 -0.1220116),0 days 00:06:37.967000064,6.632783334400001,27,0,2019-09-17 18:25:40.058000128
1,2019-09-17 18:25:40.058000128,-0.1220383,-78.4769462,23,,2019917,tld16,2019-09-17,POINT (-78.4762578 -0.1227674),0 days 00:01:30.265999872,1.5044333312000002,27,0,2019-09-17 18:44:18.061000192
2,2019-09-17 18:58:00.025000192,-0.0917161,-78.4733111,48,,2019917,tld16,2019-09-17,POINT (-78.4731446 -0.0917582),0 days 00:14:18.899000064,14.3149833344,27,0,2019-09-17 19:22:21.542000128
3,2019-09-17 19:29:18.164000000,-0.1285654,-78.4710307,34,,2019917,tld16,2019-09-17,POINT (-78.4710625 -0.1285654),0 days 00:02:01.104999936,2.0184166656,27,0,2019-09-17 19:38:41.892999936
4,2019-09-17 19:43:41.260000000,-0.1539981,-78.4769525,58,,2019917,tld16,2019-09-17,POINT (-78.4769525 -0.1539981),0 days 00:01:24.417999872,1.4069666645333334,27,0,2019-09-17 19:49:44.140000000
0,2019-09-30 17:28:15.015000064,-0.1985557,-78.4849619,800,,2019930,tld16,2019-09-30,POINT (-78.48460679999999 -0.1985557),0 days 00:02:01.406000128,2.0234333354666667,30,0,2019-09-30 17:36:18.898000128
0,2019-10-02 09:29:58.868000000,-0.1299598,-78.47627835,32,,2019102,tld16,2019-10-02,POINT (-78.47627835 -0.1298303),0 days 00:03:00.388999936,3.006483332266667,31,0,2019-10-02 09:41:06.878000128
0,2019-10-17 09:54:31.692000000,-0.1560086,-78.4772131,33,,20191017,tld16,2019-10-17,POINT (-78.4772131 -0.1560086),0 days 00:40:09.552000,40.159200000000006,32,0,2019-10-17 10:02:52.578000128
1,2019-10-17 10:07:46.953999872,-0.14878175,-78.4821206,1000,,20191017,tld16,2019-10-17,POINT (-78.4821206 -0.1486383),0 days 00:40:12.720000,40.212,32,1,2019-10-17 11:33:46.016999936
2,2019-10-17 11:39:50.948000000,-0.1850706,-78.4913547,1000,,20191017,tld16,2019-10-17,POINT (-78.4913547 -0.1850706),0 days 00:02:01.740000,2.0290000000000004,32,1,2019-10-17 14:29:34.713999872
3,2019-10-17 14:29:34.713999872,-0.20027725000000002,-78.4864518,27,,20191017,tld16,2019-10-17,POINT (-78.4865911 -0.2009061),0 days 00:02:02.645999872,2.0440999978666667,32,3,2019-10-17 16:55:09.374000128
4,2019-10-17 16:59:11.509999872,-0.1974152,-78.4956164,899,,20191017,tld16,2019-10-17,POINT (-78.4956164 -0.1974152),0 days 00:02:00.079999744,2.0013333290666666,32,3,2019-10-17 20:58:31.875000064
5,2019-10-17 20:58:31.875000064,-0.2914645,-78.5566803,1200,,20191017,tld16,2019-10-17,POINT (-78.5566803 -0.2914645),0 days 03:59:20.365000192,239.3394166698667,32,4,2019-10-17 21:07:19.838000128
0,2019-10-18 14:06:07.132999936,-0.293048075,-78.554106,30,,20191018,tld16,2019-10-18,POINT (-78.5540608 -0.2931804),0 days 00:02:01.709999872,2.0284999978666667,33,0,2019-10-18 19:31:11.096999936
1,2019-10-18 19:31:11.096999936,-0.15922809999999998,-78.47482295,41,,20191018,tld16,2019-10-18,POINT (-78.4756453 -0.1595231),0 days 00:02:02.416999936,2.0402833322666667,33,1,2019-10-18 22:06:16.719000064
0,2019-11-06 22:30:48.155000064,-0.2069935,-78.4935333,17,,2019116,tld16,2019-11-06,POINT (-78.49353170000001 -0.2070303),0 days 00:00:40.408000,0.6734666666666667,35,0,2019-11-06 22:35:54.194999808
1,2019-11-06 22:38:48.194999808,-0.1938724,-78.4817041,6,10.0,2019116,tld16,2019-11-06,POINT (-78.4817041 -0.1938724),0 days 00:00:19,0.31666666666666665,35,0,2019-11-06 22:55:42.068999936
0,2019-11-07 13:46:16.569999872,-0.1810453,-78.4789239,600,,2019117,tld16,2019-11-07,POINT (-78.4789239 -0.1810453),0 days 00:02:01.412999680,2.023549994666667,36,0,2019-11-07 14:02:30.503000064
