,datetime,lat,lng,accuracy,velocity,idDiaNum,uid,idDia,geometry,delta_t,delta_t_m,idTraj,idTrip,leaving_datetime
3,2018-06-27 08:35:21.112999936,-0.1954736,-78.4955091,55,,2018627,tld12,2018-06-27,POINT (-78.49550910000001 -0.1954736),0 days 00:06:20.172999936,6.3362166656,11,0,2018-06-27 23:07:52.598000128
0,2018-06-28 03:29:23.931000064,-0.3603024,-78.56204815000001,128,,2018628,tld12,2018-06-28,POINT (-78.562083 -0.3611382),0 days 00:02:05.327999744,2.0887999957333334,12,0,2018-06-28 05:27:16.857000192
1,2018-06-28 05:27:16.857000192,-0.3565609,-78.5488718,2200,,2018628,tld12,2018-06-28,POINT (-78.5488718 -0.3565609),0 days 00:14:56.872000256,14.947866670933335,12,0,2018-06-28 05:37:47.502000128
0,2018-11-30 12:52:07.403000064,-0.17859165,-78.48559465,3,0.0,20181130,tld12,2018-11-30,POINT (-78.4859287 -0.1784527),0 days 00:03:05,3.0833333333333335,17,0,2018-11-30 13:00:01.094000128
0,2018-12-01 22:55:37.028999936,-0.3605368,-78.5621249,50,,2018121,tld12,2018-12-01,POINT (-78.56220399999999 -0.3605338),0 days 00:06:21.838000128,6.363966668800001,18,1,2018-12-01 23:51:22.932000000
0,2019-02-05 11:42:31.231000064,-0.2020087,-78.5059016,3,0.0,201925,tld12,2019-02-05,POINT (-78.5059016 -0.2020087),0 days 00:02:43.832000256,2.7305333376000003,20,0,2019-02-05 11:52:35.940000000
0,2019-04-24 05:28:07.000000000,-0.3603506,-78.5621596,37,0.0,2019424,tld12,2019-04-24,POINT (-78.5621654 -0.3602996),0 days 00:05:39.380000,5.656333333333333,22,0,2019-04-24 05:58:16.477999872
1,2019-04-24 05:58:16.477999872,-0.3619079,-78.5574709,50,,2019424,tld12,2019-04-24,POINT (-78.5568706 -0.3621905),0 days 00:00:50.997999872,0.8499666645333334,22,0,2019-04-24 06:06:29.520000000
2,2019-04-24 06:09:32.137000192,-0.3649097,-78.5531041,30,0.0,2019424,tld12,2019-04-24,POINT (-78.5531041 -0.3649097),0 days 00:03:02.617000192,3.0436166698666667,22,0,2019-04-24 06:14:47.058000128
3,2019-04-24 06:14:47.058000128,-0.3490824,-78.5627137,1899,,2019424,tld12,2019-04-24,POINT (-78.5627137 -0.3490824),0 days 00:05:14.920999936,5.248683332266667,22,0,2019-04-24 06:21:14.472000000
0,2019-08-03 21:38:02.000000000,-0.2558808,-78.5501672,156,,201983,tld12,2019-08-03,POINT (-78.549806 -0.2558808),0 days 00:04:10.507000064,4.175116667733334,25,0,2019-08-03 21:59:32.161999872
0,2019-09-25 10:43:25.000000000,-0.19830019999999998,-78.50330735,17,,2019925,tld12,2019-09-25,POINT (-78.5032623 -0.19802),0 days 00:07:14.934000128,7.248900002133334,27,0,2019-09-25 11:06:06.512999936
1,2019-09-25 11:07:29.676999936,-0.1980801,-78.5033078,28,,2019925,tld12,2019-09-25,POINT (-78.5033078 -0.1980801),0 days 00:01:23.164000,1.3860666666666668,27,0,2019-09-25 12:41:08.668000000
2,2019-09-25 12:41:46.140999936,-0.1979872,-78.5032475,32,,2019925,tld12,2019-09-25,POINT (-78.5032475 -0.1980107),0 days 00:00:40.192000256,0.6698666709333333,27,1,2019-09-25 15:03:50.586999808
3,2019-09-25 15:08:00.546000128,-0.3471754,-78.5488795,23,,2019925,tld12,2019-09-25,POINT (-78.5488795 -0.3471754),0 days 00:01:59.359000064,1.9893166677333336,27,2,2019-09-25 15:13:32.836000000
4,2019-09-25 15:19:01.716000000,-0.36039109999999996,-78.5621369,4,0.0,2019925,tld12,2019-09-25,POINT (-78.5621371 -0.360329),0 days 00:05:16.103000064,5.2683833344,27,3,2019-09-25 18:26:13.397000192
5,2019-09-25 18:30:13.480000000,-0.3633948,-78.5487382,31,,2019925,tld12,2019-09-25,POINT (-78.54896979999999 -0.3633948),0 days 01:23:18.055000064,83.30091666773335,27,4,2019-09-25 20:03:48.832999936
6,2019-09-25 20:05:48.387000064,-0.3652141,-78.5510015,1299,,2019925,tld12,2019-09-25,POINT (-78.5510015 -0.3652141),0 days 00:01:59.554000128,1.9925666688,27,4,2019-09-25 20:12:01.026000128
0,2019-09-26 04:59:02.819000064,-0.3604944,-78.562151,24,,2019926,tld12,2019-09-26,POINT (-78.5606014 -0.3608572),0 days 00:01:38.500999936,1.6416833322666666,28,0,2019-09-26 05:04:23.397000192
1,2019-09-26 05:13:20.163000064,-0.33850515000000003,-78.5489341,1600,,2019926,tld12,2019-09-26,POINT (-78.5485169 -0.3378244),0 days 00:01:58.896000,1.9816,28,0,2019-09-26 05:19:19.144999936
2,2019-09-26 05:21:20.208000000,-0.3361021,-78.5541958,1600,,2019926,tld12,2019-09-26,POINT (-78.5541958 -0.3361021),0 days 00:02:01.063000064,2.0177166677333336,28,0,2019-09-26 05:27:35.793999872
3,2019-09-26 05:42:01.221999872,-0.294767,-78.54922675,2200,,2019926,tld12,2019-09-26,POINT (-78.5488718 -0.2949106),0 days 00:02:00.017000192,2.0002833365333337,28,0,2019-09-26 05:50:02.078000128
4,2019-09-26 05:50:02.078000128,-0.29565795,-78.55609065,100,,2019926,tld12,2019-09-26,POINT (-78.5559676 -0.2956017),0 days 00:02:00.080999680,2.0013499946666666,28,0,2019-09-26 05:58:08.292999936
5,2019-09-26 06:18:21.175000064,-0.2361609,-78.5265295,128,,2019926,tld12,2019-09-26,POINT (-78.5257075 -0.2358091),0 days 00:02:01.110000128,2.0185000021333335,28,0,2019-09-26 06:26:25.480999936
6,2019-09-26 06:26:25.480999936,-0.22205439999999999,-78.52176685,883,,2019926,tld12,2019-09-26,POINT (-78.5223376 -0.2218024),0 days 00:04:00.919000064,4.015316667733334,28,0,2019-09-26 06:32:27.431000064
7,2019-09-26 06:42:45.101000192,-0.1996729,-78.5008796,24,,2019926,tld12,2019-09-26,POINT (-78.5019537 -0.1992983),0 days 00:02:14.640000,2.244,28,0,2019-09-26 06:49:13.904999936
8,2019-09-26 06:49:13.904999936,-0.1980576,-78.5032932,68,,2019926,tld12,2019-09-26,POINT (-78.50329739999999 -0.1980451),0 days 00:03:47.380000,3.789666666666667,28,1,2019-09-26 09:29:00.660000000
9,2019-09-26 09:30:05.068999936,-0.1980451,-78.5032974,50,,2019926,tld12,2019-09-26,POINT (-78.50329739999999 -0.1980451),0 days 00:01:03.006000128,1.0501000021333333,28,1,2019-09-26 10:22:43.976000000
10,2019-09-26 10:22:43.976000000,-0.2028773,-78.5059146,1100,,2019926,tld12,2019-09-26,POINT (-78.5059146 -0.2028773),0 days 00:28:39.791000064,28.663183334400003,28,1,2019-09-26 10:40:32.293999872
11,2019-09-26 10:45:53.008999936,-0.1979548,-78.5033368,300,,2019926,tld12,2019-09-26,POINT (-78.5041391 -0.1971341),0 days 00:13:21.384000,13.3564,28,1,2019-09-26 11:05:23.036000000
12,2019-09-26 11:07:01.821000192,-0.1983138,-78.5032145,29,,2019926,tld12,2019-09-26,POINT (-78.5025424 -0.1995511),0 days 00:03:19.187999744,3.3197999957333337,28,1,2019-09-26 11:37:02.204999936
13,2019-09-26 11:43:02.242000128,-0.20244225,-78.49990625000001,40,,2019926,tld12,2019-09-26,POINT (-78.4992244 -0.2028724),0 days 00:06:15.383999744,6.256399995733334,28,1,2019-09-26 11:51:17.658999808
14,2019-09-26 11:51:17.658999808,-0.2047413,-78.4988247,53,,2019926,tld12,2019-09-26,POINT (-78.4989459 -0.2050174),0 days 00:02:00.012000,2.0002,28,1,2019-09-26 11:59:18.069999872
15,2019-09-26 12:09:21.040999936,-0.2186736,-78.5080452,1100,,2019926,tld12,2019-09-26,POINT (-78.5080452 -0.2186736),0 days 00:04:02.105999872,4.035099997866667,28,1,2019-09-26 12:48:13.953999872
16,2019-09-26 12:58:19.145999872,-0.3242842,-78.5499367,1299,,2019926,tld12,2019-09-26,POINT (-78.5499367 -0.3242842),0 days 00:02:01.046999808,2.0174499968000004,28,2,2019-09-26 13:04:22.288000000
17,2019-09-26 13:08:24.357000192,-0.3378244,-78.5485169,1600,,2019926,tld12,2019-09-26,POINT (-78.5485169 -0.3378244),0 days 00:04:02.069000192,4.0344833365333335,28,2,2019-09-26 13:14:00.061000192
0,2019-10-04 17:35:00.884000000,-0.3604714,-78.5621495,17,,2019104,tld12,2019-10-04,POINT (-78.5621495 -0.3604714),0 days 00:02:05.669000192,2.0944833365333335,29,0,2019-10-04 22:47:02.860000000
1,2019-10-04 22:48:23.740000000,-0.3611774,-78.5513564,1600,,2019104,tld12,2019-10-04,POINT (-78.5513564 -0.3611774),0 days 00:01:20.880000,1.348,29,1,2019-10-04 22:59:12.036999936
0,2019-10-12 22:02:02.068999936,-0.3603128,-78.5517113,1500,,20191012,tld12,2019-10-12,POINT (-78.55171129999999 -0.3603128),0 days 00:02:02.029999872,2.0338333312,30,0,2019-10-12 22:10:14.108999936
1,2019-10-12 22:16:16.369999872,-0.36279059999999996,-78.5550208,35,,20191012,tld12,2019-10-12,POINT (-78.555262 -0.3623302),0 days 00:01:40.981000192,1.6830166698666669,30,0,2019-10-12 22:26:18.472000000
2,2019-10-12 22:26:18.472000000,-0.358594,-78.5605843,2200,,20191012,tld12,2019-10-12,POINT (-78.5605843 -0.358594),0 days 00:08:21.120999936,8.3520166656,30,0,2019-10-12 22:32:20.369999872
