,datetime,lat,lng,accuracy,velocity,idDiaNum,uid,idDia,geometry,delta_t,delta_t_m,idTraj,idTrip,leaving_datetime
0,2019-10-06 09:03:32.000000000,-0.0953547,-78.51869785,22,,2019106,tld26,2019-10-06,POINT (-78.5186526 -0.0954923),0 days 03:59:32.243000064,239.53738333440003,3,1,2019-10-06 20:09:14.342999808
1,2019-10-06 20:09:14.342999808,-0.0973686,-78.5158568,2400,,2019106,tld26,2019-10-06,POINT (-78.51585679999999 -0.0973686),0 days 00:17:46.753999872,17.7792333312,3,1,2019-10-06 20:30:29.145999872
0,2019-10-18 15:59:18.553999872,-0.1980655,-78.5039536,24,,20191018,tld26,2019-10-18,POINT (-78.50243570000001 -0.1980655),0 days 00:02:00.077000192,2.0012833365333336,6,1,2019-10-18 17:40:58.759000064
0,2019-10-19 06:45:25.642999808,-0.10366159999999999,-78.49756955000001,600,,20191019,tld26,2019-10-19,POINT (-78.4977471 -0.1036617),0 days 00:03:07.639000320,3.127316672,7,0,2019-10-19 06:53:48.507000064
1,2019-10-19 06:53:48.507000064,-0.1170738,-78.49786929999999,1200,,20191019,tld26,2019-10-19,POINT (-78.4963266 -0.1165494),0 days 00:02:08.659000064,2.1443166677333334,7,0,2019-10-19 08:45:41.712000000
2,2019-10-19 08:47:42.476000000,-0.0947792,-78.4785687,1200,,20191019,tld26,2019-10-19,POINT (-78.4785687 -0.09477919999999999),0 days 00:02:00.764000,2.0127333333333337,7,1,2019-10-19 09:09:01.546999808
3,2019-10-19 09:15:21.744000000,-0.1406211,-78.500233,1100,,20191019,tld26,2019-10-19,POINT (-78.50023299999999 -0.1406211),0 days 00:02:01.339000064,2.0223166677333335,7,1,2019-10-19 09:26:22.492000000
0,2019-10-20 06:44:07.216000000,-0.1171051,-78.4979091,29,,20191020,tld26,2019-10-20,POINT (-78.4978119 -0.1171755),0 days 00:12:22.900000,12.381666666666668,8,0,2019-10-20 15:51:01.247000064
1,2019-10-20 15:51:01.247000064,-0.28179715,-78.55432355,29,,20191020,tld26,2019-10-20,POINT (-78.55416270000001 -0.2818824),0 days 00:02:24.436000,2.4072666666666667,8,1,2019-10-20 15:59:44.555000064
2,2019-10-20 16:01:45.756999936,-0.2580786,-78.54408000000001,699,,20191020,tld26,2019-10-20,POINT (-78.5439025 -0.258366),0 days 00:02:52.258000128,2.8709666688000004,8,1,2019-10-20 16:10:41.457999872
3,2019-10-20 16:18:59.711000064,-0.2714455,-78.5433076,122,,20191020,tld26,2019-10-20,POINT (-78.54330760000001 -0.2714455),0 days 00:02:01.036000,2.0172666666666665,8,1,2019-10-20 16:24:06.841000192
0,2019-10-28 12:08:38.081000192,-0.19771444999999999,-78.50298455000001,28,,20191028,tld26,2019-10-28,POINT (-78.50391449999999 -0.1984161),0 days 00:05:50.389000192,5.839816669866667,9,0,2019-10-28 13:01:38.506000128
1,2019-10-28 13:05:49.148999936,-0.1989525,-78.50579215,16,,20191028,tld26,2019-10-28,POINT (-78.5058429 -0.1990796),0 days 00:10:56.008999936,10.933483332266666,9,0,2019-10-28 16:06:36.176999936
0,2019-10-29 10:49:20.306999808,-0.19784045,-78.503615,23,,20191029,tld26,2019-10-29,POINT (-78.5040296 -0.1984042),0 days 00:15:41.294000384,15.688233339733333,10,0,2019-10-29 12:46:24.358000128
1,2019-10-29 12:46:24.358000128,-0.2003638,-78.5029463,50,,20191029,tld26,2019-10-29,POINT (-78.5029463 -0.2004162),0 days 00:03:33.812999936,3.5635499989333335,10,1,2019-10-29 14:29:52.800000000
0,2019-10-30 12:48:03.684000000,-0.1981016,-78.5034159,23,,20191030,tld26,2019-10-30,POINT (-78.5022271 -0.1981016),0 days 00:02:03.226000128,2.0537666688000003,11,0,2019-10-30 12:58:05.644000000
1,2019-10-30 12:58:05.644000000,-0.19540825,-78.4991676,600,,20191030,tld26,2019-10-30,POINT (-78.49916760000001 -0.1951212),0 days 00:04:47.260000,4.7876666666666665,11,0,2019-10-30 13:04:54.232000000
0,2019-10-31 08:37:38.704999936,-0.159151,-78.4879699,24,,20191031,tld26,2019-10-31,POINT (-78.4879699 -0.159151),0 days 01:20:48.763000064,80.81271666773334,12,0,2019-10-31 08:59:34.852000000
1,2019-10-31 08:59:34.852000000,-0.19824932499999998,-78.5040123,17,,20191031,tld26,2019-10-31,POINT (-78.50392174999999 -0.19834755),0 days 00:02:00.871000064,2.0145166677333335,12,1,2019-10-31 09:49:46.000000000
2,2019-10-31 09:51:18.000000000,-0.1986186,-78.5031262,27,,20191031,tld26,2019-10-31,POINT (-78.5027398 -0.1986186),0 days 00:02:05.987000064,2.0997833344,12,1,2019-10-31 10:44:08.130000128
3,2019-10-31 10:44:08.130000128,-0.19848705,-78.5023907,22,,20191031,tld26,2019-10-31,POINT (-78.5026824 -0.1985116),0 days 00:05:07.408999936,5.123483332266668,12,2,2019-10-31 11:17:24.831000064
4,2019-10-31 11:17:24.831000064,-0.1982379,-78.5041007,56,,20191031,tld26,2019-10-31,POINT (-78.5041007 -0.1982379),0 days 00:28:09.292000,28.15486666666667,12,2,2019-10-31 15:23:38.032999936
5,2019-10-31 15:23:38.032999936,-0.19908405,-78.50126424999999,30,,20191031,tld26,2019-10-31,POINT (-78.5014247 -0.1991715),0 days 00:00:55.468000,0.9244666666666668,12,3,2019-10-31 15:33:01.401999872
6,2019-10-31 15:33:01.401999872,-0.1973759,-78.50170605,17,,20191031,tld26,2019-10-31,POINT (-78.5013671 -0.1974087),0 days 00:02:03.855000064,2.0642500010666667,12,3,2019-10-31 16:08:24.410000128
7,2019-10-31 16:08:24.410000128,-0.1918339,-78.497992,28,,20191031,tld26,2019-10-31,POINT (-78.497992 -0.1918339),0 days 00:33:19.153000192,33.31921666986667,12,4,2019-10-31 16:15:37.084000000
8,2019-10-31 16:18:04.678999808,-0.1501553,-78.4903029,28,,20191031,tld26,2019-10-31,POINT (-78.4903029 -0.1501553),0 days 00:01:58.622999808,1.9770499968000002,12,4,2019-10-31 16:25:49.344999936
9,2019-10-31 16:25:49.344999936,-0.1204517,-78.493519,17,,20191031,tld26,2019-10-31,POINT (-78.49351900000001 -0.1204517),0 days 00:07:44.666000128,7.744433335466667,12,4,2019-10-31 20:01:58.145999872
10,2019-10-31 20:01:58.145999872,-0.0949682,-78.5174864,23,,20191031,tld26,2019-10-31,POINT (-78.5183735 -0.0951925),0 days 00:02:06.450000128,2.1075000021333334,12,5,2019-10-31 20:07:07.864999936
0,2019-11-02 07:58:05.956000000,-0.28160865,-78.5548254,32,,2019112,tld26,2019-11-02,POINT (-78.5551935 -0.2817424),0 days 00:00:59.561000192,0.9926833365333334,13,1,2019-11-02 15:53:32.631000064
1,2019-11-02 15:53:32.631000064,-0.2517786,-78.5388952,72,,2019112,tld26,2019-11-02,POINT (-78.5388952 -0.2517786),0 days 02:17:52.226000128,137.87043333546669,13,2,2019-11-02 15:59:51.540999936
2,2019-11-02 16:22:22.236999936,-0.11715525,-78.4979073,23,,2019112,tld26,2019-11-02,POINT (-78.4979582 -0.1170718),0 days 00:02:06.015000064,2.1002500010666667,13,2,2019-11-02 20:34:14.683000064
0,2019-11-03 07:25:02.000000000,-0.0954785,-78.5186944,22,,2019113,tld26,2019-11-03,POINT (-78.5188139 -0.09552910000000001),0 days 00:06:10.543000064,6.175716667733334,14,1,2019-11-03 10:10:07.882999808
1,2019-11-03 10:10:07.882999808,-0.0955698,-78.5171256,31,,2019113,tld26,2019-11-03,POINT (-78.5171256 -0.09544809999999999),0 days 00:00:35.833000192,0.5972166698666667,14,1,2019-11-03 11:17:47.357000192
2,2019-11-03 11:17:47.357000192,-0.1058535,-78.5000939,100,,2019113,tld26,2019-11-03,POINT (-78.49978659999999 -0.1058535),0 days 00:01:39.699000064,1.6616500010666668,14,2,2019-11-03 11:28:19.051000064
0,2019-11-05 12:44:57.212999936,-0.1986556,-78.503038,17,,2019115,tld26,2019-11-05,POINT (-78.50281510000001 -0.1986556),0 days 00:01:31.909000192,1.5318166698666669,15,0,2019-11-05 13:03:54.003000064
1,2019-11-05 13:03:54.003000064,-0.1989966,-78.5011038,98,,2019115,tld26,2019-11-05,POINT (-78.5011038 -0.1989966),0 days 00:09:57.544000,9.959066666666667,15,0,2019-11-05 13:15:48.631000064
2,2019-11-05 13:17:52.576000000,-0.2054588,-78.5023636,1000,,2019115,tld26,2019-11-05,POINT (-78.5023636 -0.2054588),0 days 00:02:03.944999936,2.065749998933333,15,0,2019-11-05 13:26:45.040000000
3,2019-11-05 13:26:45.040000000,-0.2169512,-78.5094655,1000,,2019115,tld26,2019-11-05,POINT (-78.5094655 -0.2172386),0 days 00:00:41.016999936,0.6836166656000001,15,0,2019-11-05 13:31:55.346999808
