,datetime,lat,lng,accuracy,velocity,idDiaNum,uid,idDia,geometry,delta_t,delta_t_m,idTraj,idTrip,leaving_datetime
0,2018-04-18 09:29:51.020000000,-0.198219925,-78.502723275,93,,2018418,tld13,2018-04-18,POINT (-78.502805 -0.1980459),0 days 00:02:00.041999872,2.0006999978666666,1,0,2018-04-18 10:14:42.000999936
0,2018-04-21 11:07:27.564999936,-0.1397547,-78.4831861,1000,,2018421,tld13,2018-04-21,POINT (-78.4831861 -0.1406126),0 days 00:01:57.966000128,1.9661000021333335,2,0,2018-04-21 11:12:41.840000000
1,2018-04-21 11:12:41.840000000,-0.141102525,-78.481073675,22,,2018421,tld13,2018-04-21,POINT (-78.48064875 -0.14097585),0 days 00:02:01.275000064,2.021250001066667,2,0,2018-04-21 11:23:35.115000064
2,2018-04-21 11:31:13.433000192,-0.1690198,-78.4865892,43,,2018421,tld13,2018-04-21,POINT (-78.4852186 -0.1691858),0 days 00:00:48.791000064,0.8131833344,2,0,2018-04-21 19:44:56.716999936
3,2018-04-21 19:44:56.716999936,-0.29344945,-78.47575585,10,4.0,2018421,tld13,2018-04-21,POINT (-78.47614 -0.293205),0 days 00:00:43,0.7166666666666667,2,1,2018-04-21 19:59:31.000000000
0,2018-06-06 19:43:51.864000000,-0.24585780000000002,-78.5279064,149,,201866,tld13,2018-06-06,POINT (-78.52708250000001 -0.2457247),0 days 00:02:01.072000,2.017866666666667,3,1,2018-06-06 21:09:18.660999936
1,2018-06-06 21:09:18.660999936,-0.2379391,-78.526508,1000,,201866,tld13,2018-06-06,POINT (-78.52650800000001 -0.2379391),0 days 00:03:39.484000,3.658066666666667,3,1,2018-06-06 21:15:19.569999872
2,2018-06-06 21:19:20.540000000,-0.2497291,-78.5318331,600,,201866,tld13,2018-06-06,POINT (-78.5318331 -0.2497291),0 days 00:02:00.353999872,2.0058999978666665,3,1,2018-06-06 21:26:34.100000000
0,2018-06-09 15:27:38.000000000,-0.27224872499999997,-78.53911332499999,17,,201869,tld13,2018-06-09,POINT (-78.5390479 -0.2722474),0 days 00:03:34.155000064,3.5692500010666666,4,0,2018-06-09 16:08:17.000000000
1,2018-06-09 16:09:33.000000000,-0.25639,-78.4950117,10,17.0,201869,tld13,2018-06-09,POINT (-78.49501170000001 -0.25639),0 days 00:00:30,0.5000000000000001,4,1,2018-06-09 19:48:11.196000000
2,2018-06-09 19:53:04.821000192,-0.2721599,-78.5391177,23,,201869,tld13,2018-06-09,POINT (-78.53911770000001 -0.2721599),0 days 00:02:53.443000064,2.890716667733334,4,2,2018-06-09 20:17:18.503000064
3,2018-06-09 20:17:18.503000064,-0.2650743,-78.545115,10,,201869,tld13,2018-06-09,POINT (-78.545115 -0.2650743),0 days 00:24:13.681999872,24.2280333312,4,2,2018-06-09 20:29:28.000000000
4,2018-06-09 20:29:28.000000000,-0.27245074999999996,-78.53904605,17,,201869,tld13,2018-06-09,POINT (-78.5391269 -0.2724676),0 days 00:30:32.192999936,30.536549998933335,4,3,2018-06-09 21:07:26.148999936
0,2018-06-26 20:01:41.000000000,-0.25625,-78.540156675,10,0.0,2018626,tld13,2018-06-26,POINT (-78.54002199999999 -0.2568022),0 days 00:01:18,1.3,6,0,2018-06-26 20:29:46.503000064
0,2018-07-06 08:16:13.608999936,-0.2727402,-78.5364481,1700,,201876,tld13,2018-07-06,POINT (-78.5364481 -0.2727402),2 days 09:01:31.855000064,3421.5309166677334,9,0,2018-07-06 08:22:17.693000192
0,2018-07-31 14:22:48.000000000,-0.18779585,-78.48336365,10,1.0,2018731,tld13,2018-07-31,POINT (-78.48260329999999 -0.187665),0 days 00:02:16,2.2666666666666666,14,0,2018-07-31 14:39:07.000000000
1,2018-07-31 14:39:07.000000000,-0.1896417,-78.4814033,13,0.0,2018731,tld13,2018-07-31,POINT (-78.4814033 -0.1896417),0 days 00:03:55,3.916666666666667,14,0,2018-07-31 23:16:08.398999808
0,2018-08-24 19:53:27.287000064,-0.257655,-78.5407272,30,,2018824,tld13,2018-08-24,POINT (-78.540239 -0.2572157),0 days 00:02:01.500999936,2.0250166656000004,15,0,2018-08-24 20:20:16.604000000
0,2018-09-07 21:03:03.888999936,-0.27265554999999997,-78.5387383,135,,201897,tld13,2018-09-07,POINT (-78.5383801 -0.2731458),0 days 01:09:06.601000192,69.11001666986667,17,1,2018-09-07 22:16:18.167000064
